,0
2007-11-21,-0.0048622000000000005
2007-11-23,0.026734800000000003
2007-11-26,0.026889100000000003
2007-11-27,0.030024300000000004
2007-11-28,0.0112556
2007-11-29,0.0332085
2007-11-30,0.011707700000000001
2007-12-03,0.035414400000000006
2007-12-04,0.0239487
2007-12-05,0.0165761
2007-12-06,0.0077483
2007-12-07,-0.006998100000000001
2007-12-10,0.0008640000000000008
2007-12-11,0.0014989999999999969
2007-12-12,0.0187909
2007-12-13,0.0194702
2007-12-14,-0.010374600000000001
2007-12-17,0.013467300000000001
2008-02-01,-0.0194058
2008-02-04,0.003542000000000001
2008-02-05,0.0008824999999999979
2008-02-06,0.010506600000000001
2008-02-07,0.008138900000000001
2008-02-08,0.013184100000000004
